콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,등록일시,SNS공유수,인기점수,등록일시_1,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_000000000018728,관광지,제주올레 14코스,국문,제주올레 14코스,,y,3,,8053,,2,9,32,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-13,0,16157,,n,2016-10-13,2016-10-13,2016-10-13,2016-10-13,y,y,y,y,30,y,,y,,y,,y,,2019-09-06,,2019-09-06,,y,
CNTS_000000000018863,관광지,섬속의섬우도렌트,국문,섬속의섬우도렌트,,y,,,7437,,0,0,16,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-17,5,14874,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,y,y,y,y,,y,,y,,y,,y,,2019-08-20,,2019-08-20,,y,
CNTS_000000000022170,숙박,한모살,국문,한모살,,y,,http://hanmosal2014.blog.me/,919,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-18,0,1838,,n,2017-07-18,2017-07-18,2017-07-18,2017-07-18,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019128,숙박,제주쉼표,국문,제주쉼표,,y,,,1080,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-19,1,2160,,n,2016-10-19,2016-10-19,2016-10-19,2016-10-19,y,y,y,y,,y,,y,,y,,y,,2019-07-19,,2019-07-19,,y,
CNTS_000000000019130,숙박,메모리제주펜션,국문,메모리제주펜션,,y,,,882,,0,0,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-19,0,1764,,n,2016-10-19,2016-10-19,2016-10-19,2016-10-19,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019763,관광지,귤빛캠핑장,국문,귤빛캠핑장,,y,,,4723,,1,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-27,2,9449,,n,2016-10-27,2016-10-27,2016-10-27,2016-10-27,y,y,y,y,,y,,y,,y,,y,,2019-08-20,,2019-08-20,,y,
CNTS_000000000022483,음식점,몬스터살롱,국문,몬스터살롱,,y,,,1840,,0,0,6,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-16,0,3680,,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022486,숙박,펠리시아호텔,국문,펠리시아호텔,,y,5,,2678,,0,2,0,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-16,0,5366,10035250,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022489,숙박,엠버하우스,국문,엠버하우스,,y,,,1063,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-16,1,2126,7333773,n,2017-08-16,2017-08-16,2017-08-16,2017-08-16,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018527,숙박,지현민박,국문,지현민박,,y,,,1154,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-10,0,2308,,n,2016-10-10,2016-10-10,2016-10-10,2016-10-10,y,y,y,y,,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000021193,음식점,수모루국수,국문,수모루국수,,y,5,,1030,,0,0,4,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-22,1,2060,,n,2016-12-22,2016-12-22,2016-12-22,2016-12-22,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000018938,숙박,바당갤러리펜션,국문,바당갤러리펜션,,y,,,608,,0,0,0,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-17,0,1216,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000018941,음식점,우도아름다운소풍,국문,우도아름다운소풍,,y,5,,1985,,0,2,9,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-17,0,3980,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000018975,숙박,더하우스펜션,국문,더하우스펜션,,y,,,1280,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-18,0,2560,,n,2016-10-18,2016-10-18,2016-10-18,2016-10-18,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019321,관광지,열리해안길,국문,열리해안길,,y,,,3849,,0,0,19,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-21,2,7698,,n,2016-10-21,2016-10-21,2016-10-21,2016-10-21,y,y,y,y,,y,,y,,y,,y,,2019-08-20,,2019-08-20,,y,
CNTS_000000000018102,숙박,더코브호텔,국문,더코브호텔,,y,5,,2810,,1,2,4,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-09-08,0,5633,7053764,n,2016-09-08,2016-09-08,2016-09-08,2016-09-08,n,n,n,n,6,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022262,관광지,동산농원 딸기체험장,국문,동산농원 딸기체험장,,y,5,,5056,,0,2,20,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-07-31,39,10122,,n,2017-07-31,2017-07-31,2017-07-31,2017-07-31,y,n,n,n,7,,,,,,,,,,,,,,
CNTS_000000000022291,축제/행사,탐라문화제,국문,탐라문화제,,y,,,10147,,0,0,3,0,0,y,y,y,y,y,y,y,y,y,t,y,y,n,y,y,y,2017-08-01,12,20294,,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,y,y,y,y,,y,,t,,n,,y,,,,2019-10-31,,y,
CNTS_000000000019143,숙박,낭만펜션,국문,낭만펜션,,y,,,1011,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-19,0,2022,,n,2016-10-19,2016-10-19,2016-10-19,2016-10-19,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022610,음식점,메리앤폴,국문,메리앤폴,,y,5,,1028,,0,1,8,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-28,1,2061,9402917,n,2017-09-28,2017-09-28,2017-09-28,2017-09-28,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000022689,음식점,오라오거리정식,국문,오라오거리정식,,y,,,693,,0,0,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-10-30,0,1386,,n,2017-10-30,2017-10-30,2017-10-30,2017-10-30,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022606,숙박,하도하도1929,국문,하도하도1929,,y,5,,956,,0,1,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-28,1,1917,,n,2017-09-28,2017-09-28,2017-09-28,2017-09-28,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022745,숙박,신흥소시민,국문,신흥소시민,,y,,,1067,,1,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-12-08,1,2137,,n,2017-12-08,2017-12-08,2017-12-08,2017-12-08,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022004,관광지,승마마을 청수리 농어촌체험마을,국문,승마마을 청수리 농어촌체험마을,,y,5,,1451,,0,2,8,0,0,y,y,y,w,y,y,y,y,m,m,m,y,y,y,y,y,2017-06-20,1,2912,,n,2017-06-20,2017-06-20,2017-06-20,2017-06-20,y,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000022013,테마여행,2017년 7월에 놓치지 말아야 할 10선 <물 좋은 곳에서 제대로 놀아보자!>,국문,7월에 놓치지 말아야 할 10선 <물 좋은 곳에서 제대로 놀아보자!>,,y,,,41118,,4,0,8,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-06-20,0,82248,,n,2017-06-20,2017-06-20,2017-06-20,2017-06-20,n,n,n,n,,y,y,y,y,y,y,y,y,2019-02-27,2019-02-14,2019-02-27,2019-02-14,n,n
CNTS_000000000022071,숙박,까사데비발디호텔,국문,까사데비발디호텔,,y,,http://blog.naver.com/fazzle,2373,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-05,1,4746,12251069,n,2017-07-05,2017-07-05,2017-07-05,2017-07-05,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018431,숙박,게스트하우스 클럽 제이제이,국문,게스트하우스 클럽 제이제이,,y,5,,2621,,0,1,3,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-07,0,5247,8370128,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000018432,관광지,가파도,국문,가파도,,y,5,,39176,,11,84,165,0,2,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-07,24,78805,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,y,y,y,y,183,y,y,y,y,y,y,y,y,2019-09-05,2019-09-05,2019-09-05,2019-09-05,y,y
CNTS_000000000018982,숙박,그림그리는펜션,국문,그림그리는펜션,,y,,,1438,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-18,1,2876,,n,2016-10-18,2016-10-18,2016-10-18,2016-10-18,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019110,숙박,블루마린,국문,블루마린,,y,,,1699,,1,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-19,1,3401,,n,2016-10-19,2016-10-19,2016-10-19,2016-10-19,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022350,숙박,해비치 바람의집 펜션&카페,국문,해비치 바람의집 펜션&카페,,y,,,1403,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-08-04,1,2806,,n,2017-08-04,2017-08-04,2017-08-04,2017-08-04,y,y,y,y,,y,,y,,y,,y,,2019-07-18,,2019-07-18,,y,
CNTS_000000000018702,숙박,아침해변,국문,아침해변,,y,,,1009,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-12,0,2018,12571293,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021920,축제/행사,가파도청보리축제,국문,가파도청보리축제,,y,,,15619,,0,0,4,0,0,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-05-02,16,31238,,n,2017-05-02,2017-05-02,2017-05-02,2017-05-02,y,y,y,y,,y,,y,,y,,y,,2019-03-08,,2019-02-25,,y,
CNTS_000000000021932,숙박,베누스무인텔,국문,베누스무인텔,,y,,,2010,,0,0,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-05-08,0,4020,,n,2017-05-08,2017-05-08,2017-05-08,2017-05-08,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021943,축제/행사,사려니숲 에코힐링 체험,국문,사려니숲 에코힐링 체험,,y,,,12066,,0,0,6,0,0,y,y,y,y,y,y,y,y,y,m,y,y,y,y,y,y,2017-05-18,33,24132,,n,2017-05-18,2019-05-15,2017-05-18,2017-05-18,y,y,y,y,,y,,m,,y,,y,,2019-05-15,,2019-05-15,,y,
CNTS_000000000022010,관광지,조수리 농어촌체험마을,국문,한경면 조수1리 농어촌체험마을,,y,,,1178,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-06-20,0,2356,,n,2017-06-20,2017-06-20,2017-06-20,2017-06-20,n,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000008354,음식점,세컨드밀,국문,세컨드밀,,y,0,,523,,0,0,0,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2019-03-08,0,1046,,n,2019-03-08,2019-03-11,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000008373,테마여행,빵 싸들고 봄 나들이 <빵순이들의 성지 서귀포 베이커리 투어>,국문,빵 싸들고 봄 나들이 <빵순이들의 성지 서귀포 베이커리 투어>,,y,0,,15717,,3,0,2,0,0,y,y,y,y,y,y,,y,y,m,y,y,,y,y,,2019-03-11,2,31443,,n,2019-03-11,2020-03-03,,2020-01-03,y,y,n,y,0,,y,m,y,,y,,y,,2020-03-04,,2020-03-04,n,y
CNTS_000000000022785,테마여행,할머니의 따뜻한 품 같은 <제주 돌집 숙소>,국문,할머니의 따뜻한 품 같은 <제주 돌집 숙소>,,y,,,16961,,3,0,1,0,0,y,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,2018-01-15,0,33931,,y,2018-01-15,2018-01-15,2018-01-15,2018-01-15,n,n,n,n,,,y,,y,,y,,y,,2019-02-18,,2019-02-18,,n
CNTS_000000000022902,음식점,삼바리회센타,국문,삼바리회센타,,y,,,2039,,1,0,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2018-04-03,1,4081,,n,2018-04-03,2018-04-03,2018-04-03,2018-04-03,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022657,음식점,올레7돈 (올레칠돈),국문,올레7돈 (올레칠돈),,y,5,,11581,,9,8,76,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-10-17,14,23229,,n,2017-10-17,2018-11-06,2018-11-06,2018-11-06,y,y,y,y,5,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000020864,음식점,말이,국문,말이,,y,4,,2026,,1,1,3,0,0,y,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,2016-12-06,0,4060,,n,2016-12-06,2019-12-26,2016-12-06,2016-12-06,y,y,n,n,2,,,,,,,,,,,,,,
CNTS_000000000022664,음식점,노라바,국문,노라바,,y,5,,3981,,0,7,53,0,2,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-10-19,0,7997,9392297,n,2017-10-19,2017-10-19,2017-10-19,2017-10-19,y,n,n,n,7,,,,,,,,,,,,,,
CNTS_000000000022713,음식점,앙뚜아네트 탑동점,국문,앙뚜아네트 탑동점,,y,,,1366,,2,0,3,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-11-14,3,2738,13127944,n,2017-11-14,2017-11-14,2017-11-14,2017-11-14,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020820,음식점,올댓제주,국문,올댓제주,,y,3,,1684,,0,1,7,0,0,y,y,y,y,y,y,y,y,m,y,y,y,y,y,y,y,2016-12-01,0,3373,9350506,n,2016-12-01,2018-11-12,2018-12-03,2018-11-12,y,y,y,y,1,y,,y,,y,,y,,2019-10-24,,2019-10-24,,y,
CNTS_000000000001207,음식점,우정횟집,국문,우정횟집,,y,5,,1348,,0,1,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-08-18,0,2701,9047106,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000018467,관광지,추사적거지,국문,추사적거지,,y,5,,8039,,1,2,31,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-10-07,1,16091,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,y,n,n,n,6,,,,,,,,,,,,,,
CNTS_000000000018419,관광지,제주대학교 가는길,국문,제주대학교 가는길,,y,5,,6327,,1,19,45,0,2,y,y,y,y,y,y,y,y,m,y,m,y,y,y,y,y,2016-10-07,0,12752,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,n,n,n,n,32,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022592,테마여행,(영특)슬라맛다탕! 말레이시아!,국문,(영특)슬라맛다탕! 말레이시아!,,y,,,7078,,2,0,0,0,0,y,y,n,y,y,y,y,y,y,m,m,y,y,y,y,y,2017-09-25,0,14162,,n,2017-09-25,2017-09-25,2017-09-25,2017-09-25,n,n,n,n,,,y,,y,,y,,y,,2019-02-18,,2019-02-18,,n
CNTS_000000000022819,음식점,라붕제주 cafe,국문,라붕제주 cafe,,y,5,,5733,,13,8,15,0,0,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,2018-03-05,4,11545,,n,2018-03-05,2018-11-02,2018-11-02,2018-11-02,y,y,y,y,6,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000022582,음식점,쭈니창고,국문,쭈니창고,,y,5,,1436,,0,2,6,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-21,0,2882,,n,2017-09-21,2017-09-21,2017-09-21,2017-09-21,y,n,n,n,6,,,,,,,,,,,,,,
CNTS_000000000022821,음식점,피노,국문,피노,,y,,,846,,0,0,5,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2018-03-16,0,1692,,n,2018-03-16,2018-03-16,2018-03-16,2018-03-16,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022828,음식점,제주올레냉면 제주노형점,국문,제주올레냉면 제주노형점,,y,5,https://www.instagram.com/jejudo_olleh/,6701,,8,6,29,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2018-03-19,4,13456,,n,2018-03-19,2018-11-15,2018-12-03,2018-07-23,y,y,y,y,2,y,,y,,y,,y,,2019-11-07,,2019-11-07,,y,
CNTS_000000000022581,음식점,아톰스낵,국문,아톰스낵,,y,5,,1240,,0,1,3,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-21,0,2485,,n,2017-09-21,2017-09-21,2017-09-21,2017-09-21,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020321,음식점,서광춘희,국문,서광춘희,,y,4,,6457,,2,8,38,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-18,1,12960,9265990,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,14,,,,,,,,,,,,,,
CNTS_000000000020342,숙박,루시드봉봉,국문,루시드봉봉,,y,5,,3563,,0,2,3,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-18,1,7136,12434660,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,n,n,n,n,4,,,,,,,,,,,,,,
CNTS_000000000020656,음식점,도두반점,국문,도두반점,,y,4,,2520,,1,2,7,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-24,2,5053,9118183,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020120,음식점,어머니닭집,국문,어머니닭집,,y,5,,2618,,1,1,19,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-09,1,5244,,n,2016-11-09,2016-11-09,2016-11-09,2016-11-09,y,y,y,y,3,y,,y,,y,,y,,2019-10-23,,2019-10-23,,y,
CNTS_000000000020111,음식점,돈대장,국문,돈대장,,y,5,,1786,,0,1,7,0,0,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-09,0,3577,9154812,n,2016-11-09,2016-11-09,2016-11-09,2016-11-09,y,y,y,y,1,y,,y,,y,,y,,2019-10-23,,2019-10-23,,y,
CNTS_000000000022904,음식점,한라네 김밥,국문,한라네 김밥,,y,,,3058,,3,0,19,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2018-04-04,1,6125,,n,2018-04-04,2018-04-04,2018-04-04,2018-04-04,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022573,숙박,예이츠산장,국문,예이츠산장,,y,4,,2686,,0,3,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-15,0,5387,8691292,n,2017-09-15,2017-09-15,2017-09-15,2017-09-15,n,n,n,n,6,,,,,,,,,,,,,,
CNTS_000000000022629,테마여행,"낭만 가득, 억새길 따라 걷는 제주 가을 여행",국문,"낭만 가득, 억새길 따라 걷는 제주 가을 여행",,y,5,,24815,,6,1,6,0,0,y,y,y,y,y,y,y,y,y,y,m,y,y,y,y,y,2017-10-10,3,49653,,n,2017-10-10,2017-10-10,2017-10-10,2017-10-10,n,n,n,n,,y,y,y,y,y,y,y,y,2019-02-27,2019-02-18,2019-02-27,2019-02-18,n,n
CNTS_000000000022643,테마여행,"맛 따라, 향 따라 <제주 평대리 마을 구석구석>",국문,"맛 따라, 향 따라 <제주 평대리 마을 구석구석>",,y,,,21377,,1,0,2,0,0,y,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,2017-10-13,1,42757,,n,2017-10-13,2017-10-13,2017-10-13,2017-10-13,n,n,n,n,,,y,,y,,y,,y,,2019-02-18,,2019-02-18,,n
CNTS_000000000020660,음식점,정봉자커피 봉개점,국문,정봉자커피 봉개점,,y,5,,1368,,0,1,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-24,0,2741,,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,n,n,n,1,,,,,,,,,,,,,,
CONT_000000000501267,음식점,산방식당(모슬포본점),국문,산방식당(모슬포본점),,y,4,,12198,,6,12,257,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,5,24474,4031931,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,y,y,12,y,,y,,y,,y,,,,2020-08-13,,y,
CNTS_200000000006483,관광지,2334,국문,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,m,m,m,,,,,,2018-05-16,0,,,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_000000000020117,음식점,만선식당,국문,만선식당,,y,5,,9007,,0,7,45,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-09,0,18049,9047523,n,2016-11-09,2016-11-09,2016-11-09,2016-11-09,y,n,n,n,5,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000001107,음식점,목포고을,국문,목포고을,,y,5,,5709,,3,8,44,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-08-17,5,11467,,n,2016-08-17,2018-11-02,2018-11-02,2018-11-02,y,y,y,y,5,y,,y,,y,,y,,2019-11-08,,2019-11-08,,y,
CNTS_000000000022590,축제/행사,제주광어대축제 2017,국문,제주광어대축제 2017,,y,,,1968,,0,0,0,0,0,y,y,n,m,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-22,0,3936,,n,2017-09-22,2017-09-22,2017-09-22,2017-09-22,n,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000012534,테마여행,PUBLIC TRANSPORTATION,영문,PUBLIC TRANSPORTATION,,y,0,,75,,0,0,0,0,0,,,,m,y,y,y,y,y,y,y,y,y,y,y,y,2021-12-29,0,150,,n,,2021-12-29,2022-01-24,2022-01-25,n,y,y,y,0,y,,y,m,y,,y,,,,2022-02-16,,y,n
CNTS_000000000022591,축제/행사,제주음식박람회,국문,제주음식박람회,,y,,,3242,,1,0,1,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-25,1,6487,,n,2017-09-25,2017-09-25,2017-09-25,2017-09-25,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022630,축제/행사,제주밭담축제,국문,제주밭담축제,,y,,,718,,0,0,0,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2017-10-10,0,1436,,n,2017-10-10,2017-10-10,2017-10-10,2017-10-10,y,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000022761,테마여행,"2018년 1월 놓치지 말아야 할 제주 관광 10선 <소소하지만 확실한 행복, 제주에서 새해를 설계하다>",국문,"1월 놓치지 말아야 할 제주 관광 10선 <소소하지만 확실한 행복, 제주에서 새해를 설계하다>",,y,5,,26196,,3,1,5,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-12-20,3,52406,,n,2017-12-20,2017-12-20,2017-12-20,2017-12-20,n,n,n,n,,y,y,y,y,y,y,y,y,2019-02-27,2019-02-21,2019-02-27,2019-02-18,n,n
CNTS_000000000022883,관광지,산지항 옛터,국문,산지항 옛터,,y,,,933,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2018-03-28,2,1866,,n,2018-03-28,2018-03-28,2018-03-28,2018-03-28,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020216,음식점,텐피자,국문,텐피자,,y,3,,1973,,0,1,3,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-15,0,3951,9210273,n,2016-11-15,2016-11-15,2016-11-15,2016-11-15,n,n,n,n,1,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020666,음식점,꽁순이네,국문,꽁순이네,,y,3,,1832,,0,1,5,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-24,0,3669,,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020430,음식점,덕승식당(구관),국문,덕승식당(구관),,y,4,,5163,,3,3,30,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-21,3,10350,8055086,n,2016-11-21,2016-11-21,2016-11-21,2016-11-21,y,n,n,n,4,,,,,,,,,,,,,,
CNTS_000000000020140,음식점,춘희,국문,춘희,,y,3,,1224,,0,1,3,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-10,0,2453,9138146,n,2016-11-10,2016-11-10,2016-11-10,2016-11-10,n,n,n,n,1,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019834,축제/행사,돈내코계곡 원앙축제,국문,돈내코계곡 원앙축제,,y,5,,6168,,0,1,5,0,0,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-27,3,12341,,n,2016-10-27,2016-10-27,2016-10-27,2016-10-27,y,y,y,y,1,y,,y,,y,,y,,2019-07-16,,2019-07-16,,y,
CNTS_000000000022636,숙박,오션그랜드호텔 (함덕),국문,오션그랜드호텔 (함덕),,y,,,1360,,0,0,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-10-12,1,2720,455984,n,2017-10-12,2017-10-12,2017-10-12,2017-10-12,n,n,n,n,,,,,,,,,,,,,,,
